ICD-10-WHO_Code,Description,Last_Updated
W28,,2020-10-13
W29,,2020-10-13
W30,,2020-10-13
W31,,2020-10-13
W32,,2020-10-13
W33,,2020-10-13
W34,,2020-10-13
W35,,2020-10-13
W36,,2020-10-13
W37,,2020-10-13
W38,,2020-10-13
W39,,2020-10-13
W40,,2020-10-13
W41,,2020-10-13
W42,,2020-10-13
W43,,2020-10-13
W44,,2020-10-13
W45,,2020-10-13
W46,,2020-10-13
W49,,2020-10-13
W50,,2020-10-13
W51,,2020-10-13
W52,,2020-10-13
W53,,2020-10-13
W54,,2020-10-13
W55,,2020-10-13
W56,,2020-10-13
W57,,2020-10-13
W58,,2020-10-13
W59,,2020-10-13
W60,,2020-10-13
W64,,2020-10-13
W65,,2020-10-13
W66,,2020-10-13
W67,,2020-10-13
W68,,2020-10-13
W69,,2020-10-13
W70,,2020-10-13
W73,,2020-10-13
W74,,2020-10-13
W75,,2020-10-13
W76,,2020-10-13
W77,,2020-10-13
W78,,2020-10-13
W79,,2020-10-13
W80,,2020-10-13
W81,,2020-10-13
W83,,2020-10-13
W84,,2020-10-13
W85,,2020-10-13
W86,,2020-10-13
W87,,2020-10-13
W88,,2020-10-13
W89,,2020-10-13
W90,,2020-10-13
W91,,2020-10-13
W92,,2020-10-13
W93,,2020-10-13
W94,,2020-10-13
W99,,2020-10-13
X00,,2020-10-13
X01,,2020-10-13
X02,,2020-10-13
X03,,2020-10-13
X04,,2020-10-13
X05,,2020-10-13
X06,,2020-10-13
X08,,2020-10-13
X09,,2020-10-13
X10,,2020-10-13
X11,,2020-10-13
X12,,2020-10-13
X13,,2020-10-13
X14,,2020-10-13
X15,,2020-10-13
X16,,2020-10-13
X17,,2020-10-13
X18,,2020-10-13
X19,,2020-10-13
X20,,2020-10-13
X21,,2020-10-13
X22,,2020-10-13
X23,,2020-10-13
X24,,2020-10-13
X25,,2020-10-13
X26,,2020-10-13
X27,,2020-10-13
X28,,2020-10-13
X29,,2020-10-13
X30,,2020-10-13
X31,,2020-10-13
X32,,2020-10-13
X33,,2020-10-13
X34,,2020-10-13
X340,Victim of cataclysmic earth movements caused by earthquake,2020-10-13
X341,Victim of tsunami,2020-10-13
X348,Victim of other specified effects of earthquake,2020-10-13
X349,Victim of unspecified effect of earthquake,2020-10-13
X35,,2020-10-13
X36,,2020-10-13
X37,,2020-10-13
X38,,2020-10-13
X39,,2020-10-13
X40,,2020-10-13
X41,,2020-10-13
X42,,2020-10-13
X43,,2020-10-13
X44,,2020-10-13
X45,,2020-10-13
X46,,2020-10-13
X47,,2020-10-13
X470,Accidental poisoning by and exposure to carbon monoxide from combustion engine exhaust,2020-10-13
X471,Accidental poisoning by and exposure to carbon monoxide from utility gas,2020-10-13
X472,Accidental poisoning by and exposure to carbon monoxide from other domestic fuels,2020-10-13
X473,Accidental poisoning by and exposure to carbon monoxide from other sources,2020-10-13
X474,Accidental poisoning by and exposure to carbon monoxide from unspecified sources,2020-10-13
X478,Accidental poisoning by and exposure to other specified gases and vapours,2020-10-13
X479,Accidental poisoning by and exposure to unspecified gases and vapours,2020-10-13
X48,,2020-10-13
X49,,2020-10-13
X50,,2020-10-13
X51,,2020-10-13
X52,,2020-10-13
X53,,2020-10-13
X54,,2020-10-13
X57,,2020-10-13
X58,,2020-10-13
X59,,2020-10-13
X590,Exposure to unspecified factor causing fracture,2020-10-13
X599,Exposure to unspecified factor causing other and unspecified injury,2020-10-13
X60,,2020-10-13
X61,,2020-10-13
X62,,2020-10-13
X63,,2020-10-13
X64,,2020-10-13
X65,,2020-10-13
X66,,2020-10-13
X67,,2020-10-13
X670,Intentional self-poisoning by and exposure to carbon monoxide from combustion engine exhaust,2020-10-13
X671,Intentional self-poisoning by and exposure to carbon monoxide from utility gas,2020-10-13
X672,Intentional self-poisoning by and exposure to carbon monoxide from other domestic fuels,2020-10-13
X673,Intentional self-poisoning by and exposure to carbon monoxide from other sources,2020-10-13
X674,Intentional self-poisoning by and exposure to carbon monoxide from unspecified sources,2020-10-13
X678,Intentional self-poisoning by and exposure to other specified gases and vapours,2020-10-13
X679,Intentional self-poisoning by and exposure to unspecified gases and vapours,2020-10-13
X68,,2020-10-13
X69,,2020-10-13
X70,,2020-10-13
X71,,2020-10-13
X72,,2020-10-13
X73,,2020-10-13
X74,,2020-10-13
X75,,2020-10-13
X76,,2020-10-13
X77,,2020-10-13
X78,,2020-10-13
X79,,2020-10-13
X80,,2020-10-13
X81,,2020-10-13
X82,,2020-10-13
X83,,2020-10-13
X84,,2020-10-13
X85,,2020-10-13
X86,,2020-10-13
X87,,2020-10-13
X88,,2020-10-13
X880,Assault by carbon monoxide from combustion engine exhaust,2020-10-13
X881,Assault by carbon monoxide from utility gas,2020-10-13
X882,Assault by carbon monoxide from other domestic fuels,2020-10-13
X883,Assault by carbon monoxide from other sources,2020-10-13
X884,Assault by carbon monoxide from unspecified sources,2020-10-13
X888,Assault by other specified gases and vapours,2020-10-13
X889,Assault by unspecified gases and vapours,2020-10-13
X89,,2020-10-13
X90,,2020-10-13
X91,,2020-10-13
X92,,2020-10-13
X93,,2020-10-13
X94,,2020-10-13
X95,,2020-10-13
X96,,2020-10-13
X97,,2020-10-13
X98,,2020-10-13
X99,,2020-10-13
Y00,,2020-10-13
Y01,,2020-10-13
Y02,,2020-10-13
Y03,,2020-10-13
Y04,,2020-10-13
Y05,,2020-10-13
Y06,,2020-10-13
Y060,By spouse or partner,2020-10-13
Y061,By parent,2020-10-13
Y062,By acquaintance or friend,2020-10-13
Y068,By other specified persons,2020-10-13
Y069,By unspecified person,2020-10-13
Y07,,2020-10-13
Y070,By spouse or partner,2020-10-13
Y071,By parent,2020-10-13
Y072,By acquaintance or friend,2020-10-13
Y073,By official authorities,2020-10-13
Y078,By other specified persons,2020-10-13
Y079,By unspecified person,2020-10-13
Y08,,2020-10-13
Y09,,2020-10-13
Y10,,2020-10-13
Y11,,2020-10-13
Y12,,2020-10-13
Y13,,2020-10-13
Y14,,2020-10-13
Y15,,2020-10-13
Y16,,2020-10-13
Y17,,2020-10-13
Y170,"Poisoning by and exposure to carbon monoxide from combustion engine exhaust, undetermined intent",2020-10-13
Y171,"Poisoning by and exposure to carbon monoxide from utility gas, undetermined intent",2020-10-13
Y172,"Poisoning by and exposure to carbon monoxide from other domestic fuels, undetermined intent",2020-10-13
Y173,"Poisoning by and exposure to carbon monoxide from other sources, undetermined intent",2020-10-13
Y174,"Poisoning by and exposure to carbon monoxide from unspecified sources, undetermined intent",2020-10-13
Y178,"Poisoning by and exposure to other specified gases and vapours, undetermined intent",2020-10-13
Y179,"Poisoning by and exposure to unspecified gases and vapours, undetermined intent",2020-10-13
Y18,,2020-10-13
Y19,,2020-10-13
Y20,,2020-10-13
Y21,,2020-10-13
Y22,,2020-10-13
Y23,,2020-10-13
Y24,,2020-10-13
Y25,,2020-10-13
Y26,,2020-10-13
Y27,,2020-10-13
Y28,,2020-10-13
Y29,,2020-10-13
Y30,,2020-10-13
Y31,,2020-10-13
Y32,,2020-10-13
Y33,,2020-10-13
Y34,,2020-10-13
Y35,,2020-10-13
Y350,Legal intervention involving firearm discharge,2020-10-13
Y351,Legal intervention involving explosives,2020-10-13
Y352,Legal intervention involving gas,2020-10-13
Y353,Legal intervention involving blunt objects,2020-10-13
Y354,Legal intervention involving sharp objects,2020-10-13
Y355,Legal execution,2020-10-13
Y356,Legal intervention involving other specified means,2020-10-13
Y357,"Legal intervention, means unspecified",2020-10-13
Y36,,2020-10-13
Y360,War operations involving explosion of marine weapons,2020-10-13
Y361,War operations involving destruction of aircraft,2020-10-13
Y362,War operations involving other explosions and fragments,2020-10-13
Y363,"War operations involving fires, conflagrations and hot substances",2020-10-13
Y364,War operations involving firearm discharge and other forms of conventional warfare,2020-10-13
Y365,War operations involving nuclear weapons,2020-10-13
Y366,War operations involving biological weapons,2020-10-13
Y367,War operations involving chemical weapons and other forms of unconventional warfare,2020-10-13
Y368,War operations occurring after cessation of hostilities,2020-10-13
Y369,"War operations, unspecified",2020-10-13
Y40,,2020-10-13
Y400,Penicillins,2020-10-13
Y401,Cefalosporins and other beta-lactam antibiotics,2020-10-13
Y402,Chloramphenicol group,2020-10-13
Y403,Macrolides,2020-10-13
Y404,Tetracyclines,2020-10-13
Y405,Aminoglycosides,2020-10-13
Y406,Rifamycins,2020-10-13
Y407,"Antifungal antibiotics, systemically used",2020-10-13
Y408,Other systemic antibiotics,2020-10-13
Y409,"Systemic antibiotic, unspecified",2020-10-13
Y41,,2020-10-13
Y410,Sulfonamides,2020-10-13
Y411,Antimycobacterial drugs,2020-10-13
Y412,Antimalarials and drugs acting on other blood protozoa,2020-10-13
Y413,Other antiprotozoal drugs,2020-10-13
Y414,Anthelminthics,2020-10-13
Y415,Antiviral drugs,2020-10-13
Y418,Other specified systemic anti-infectives and antiparasitics,2020-10-13
Y419,"Systemic anti-infective and antiparasitic, unspecified",2020-10-13
Y42,,2020-10-13
Y420,Glucocorticoids and synthetic analogues,2020-10-13
Y421,Thyroid hormones and substitutes,2020-10-13
Y422,Antithyroid drugs,2020-10-13
Y423,Insulin and oral hypoglycaemic [antidiabetic] drugs,2020-10-13
Y424,Oral contraceptives,2020-10-13
Y425,Other estrogens and progestogens,2020-10-13
Y426,"Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified",2020-10-13
Y427,Androgens and anabolic congeners,2020-10-13
Y428,Other and unspecified hormones and their synthetic substitutes,2020-10-13
Y429,Other and unspecified hormone antagonists,2020-10-13
Y43,,2020-10-13
Y430,Antiallergic and antiemetic drugs,2020-10-13
Y431,Antineoplastic antimetabolites,2020-10-13
Y432,Antineoplastic natural products,2020-10-13
Y433,Other antineoplastic drugs,2020-10-13
Y434,Immunosuppressive agents,2020-10-13
Y435,Acidifying and alkalizing agents,2020-10-13
Y436,"Enzymes, not elsewhere classified",2020-10-13
Y438,"Other primarily systemic agents, not elsewhere classified",2020-10-13
Y439,"Primarily systemic agent, unspecified",2020-10-13
Y44,,2020-10-13
Y440,Iron preparations and other anti-hypochromic-anaemia preparations,2020-10-13
Y441,"Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations",2020-10-13
Y442,Anticoagulants,2020-10-13
Y443,"Anticoagulant antagonists, vitamin K and other coagulants",2020-10-13
Y444,Antithrombotic drugs [platelet-aggregation inhibitors],2020-10-13
Y445,Thrombolytic drugs,2020-10-13
Y446,Natural blood and blood products,2020-10-13
Y447,Plasma substitutes,2020-10-13
Y449,Other and unspecified agents affecting blood constituents,2020-10-13
Y45,,2020-10-13
Y450,Opioids and related analgesics,2020-10-13
Y451,Salicylates,2020-10-13
Y452,Propionic acid derivatives,2020-10-13
Y453,Other nonsteroidal anti-inflammatory drugs [NSAID],2020-10-13
Y454,Antirheumatics,2020-10-13
Y455,4-Aminophenol derivatives,2020-10-13
Y458,Other analgesics and antipyretics,2020-10-13
Y459,"Analgesic, antipyretic and anti-inflammatory drug, unspecified",2020-10-13
Y46,,2020-10-13
Y460,Succinimides,2020-10-13
Y461,Oxazolidinediones,2020-10-13
Y462,Hydantoin derivatives,2020-10-13
Y463,Deoxybarbiturates,2020-10-13
Y464,Iminostilbenes,2020-10-13
Y465,Valproic acid,2020-10-13
Y466,Other and unspecified antiepileptics,2020-10-13
Y467,Antiparkinsonism drugs,2020-10-13
Y468,Antispasticity drugs,2020-10-13
Y47,,2020-10-13
Y470,"Barbiturates, not elsewhere classified",2020-10-13
Y471,Benzodiazepines,2020-10-13
Y472,Cloral derivatives,2020-10-13
Y473,Paraldehyde,2020-10-13
Y474,Bromine compounds,2020-10-13
Y475,"Mixed sedatives and hypnotics, not elsewhere classified",2020-10-13
Y478,"Other sedatives, hypnotics and antianxiety drugs",2020-10-13
Y479,"Sedative, hypnotic and antianxiety drug, unspecified",2020-10-13
Y48,,2020-10-13
Y480,Inhaled anaesthetics,2020-10-13
Y481,Parenteral anaesthetics,2020-10-13
Y482,Other and unspecified general anaesthetics,2020-10-13
Y483,Local anaesthetics,2020-10-13
Y484,"Anaesthetic, unspecified",2020-10-13
Y485,Therapeutic gases,2020-10-13
Y49,,2020-10-13
Y490,Tricyclic and tetracyclic antidepressants,2020-10-13
Y491,Monoamine-oxidase-inhibitor antidepressants,2020-10-13
